"","speciesname","class","order","family","freq","env.var","corr.coeff","z.cor.yi","z.cor.vi"
"2161","Turdus leucomelas","bird","Passeriformes","Turdidae",15,"tavg",-0.297388626054778,-0.306652422976396,0.0833333333333333
"2162","Turdus merula","bird","Passeriformes","Turdidae",22,"tavg",-0.50664057041953,-0.558199844500446,0.0526315789473684
"2163","Turdus migratorius","bird","Passeriformes","Turdidae",177,"tavg",-0.121716496571122,-0.12232296947133,0.00574712643678161
"2164","Turdus naumanni","bird","Passeriformes","Turdidae",5,"tavg",0.3,0.309519604203112,0.5
"2165","Turdus nigriceps","bird","Passeriformes","Turdidae",7,"tavg",0.192620147709716,0.195056858095278,0.25
"2166","Turdus nudigenis","bird","Passeriformes","Turdidae",6,"tavg",0.682423906168694,0.833636689311266,0.333333333333333
"2167","Turdus pelios","bird","Passeriformes","Turdidae",7,"tavg",0.508231823379746,0.560342923033115,0.25
"2168","Turdus philomelos","bird","Passeriformes","Turdidae",9,"tavg",0.54209300878157,0.607114890867034,0.166666666666667
"2169","Turdus poliocephalus","bird","Passeriformes","Turdidae",7,"tavg",0.841335982721437,1.22572889855126,0.25
"2170","Turdus rufiventris","bird","Passeriformes","Turdidae",14,"tavg",-0.0145998697580858,-0.0146009072416812,0.0909090909090909
"2171","Turdus serranus","bird","Passeriformes","Turdidae",10,"tavg",-0.0254664814838332,-0.02547198898532,0.142857142857143
"2172","Turdus viscivorus","bird","Passeriformes","Turdidae",5,"tavg",-0.0182477788315809,-0.0182498046268381,0.5
"2173","Tursiops truncatus","mammal","Cetacea","Delphinidae",12,"tavg",-0.702173108633451,-0.871574298324694,0.111111111111111
"2174","Turtur abyssinicus","bird","Columbiformes","Columbidae",6,"tavg",-0.934462074731372,-1.69247779122359,0.333333333333333
"2175","Turtur afer","bird","Columbiformes","Columbidae",8,"tavg",0.922217559125003,1.60365953362043,0.2
"2176","Turtur chalcospilos","bird","Columbiformes","Columbidae",11,"tavg",-0.546548046809216,-0.613445671226427,0.125
"2177","Turtur tympanistria","bird","Columbiformes","Columbidae",16,"tavg",-0.482723200925279,-0.526528775345683,0.0769230769230769
"2178","Tylomys watsoni","mammal","Rodentia","Cricetidae",7,"tavg",0.461956578122389,0.499795836413684,0.25
"2179","Tylonycteris robustula","mammal","Chiroptera","Vespertilionidae",7,"tavg",0.0703574500405819,0.0704738898726565,0.25
"2180","Tympanuchus cupido","bird","Galliformes","Phasianidae",10,"tavg",0.325857095510881,0.338186140463644,0.142857142857143
"2181","Tympanuchus pallidicinctus","bird","Galliformes","Phasianidae",22,"tavg",-0.0772104921979993,-0.0773644724322585,0.0526315789473684
"2182","Tympanuchus phasianellus","bird","Galliformes","Phasianidae",8,"tavg",0.630792310828201,0.742730963488551,0.2
"2183","Tyrannulus elatus","bird","Passeriformes","Tyrannidae",7,"tavg",0.619838098245836,0.724742132323062,0.25
"2184","Tyrannus couchii","bird","Passeriformes","Tyrannidae",5,"tavg",0,0,0.5
"2185","Tyrannus dominicensis","bird","Passeriformes","Tyrannidae",7,"tavg",-0.160978759275768,-0.162391331735466,0.25
"2186","Tyrannus forficatus","bird","Passeriformes","Tyrannidae",14,"tavg",-0.107692307692308,-0.108111554234818,0.0909090909090909
"2187","Tyrannus melancholicus","bird","Passeriformes","Tyrannidae",23,"tavg",-0.321101995245295,-0.332875304904599,0.05
"2188","Tyrannus savana","bird","Passeriformes","Tyrannidae",8,"tavg",-0.13449402258471,-0.135313877266383,0.2
"2189","Tyrannus tyrannus","bird","Passeriformes","Tyrannidae",49,"tavg",0.0134040098312203,0.0134048126726562,0.0217391304347826
"2190","Tyrannus verticalis","bird","Passeriformes","Tyrannidae",27,"tavg",-0.00473424996142676,-0.0047342853316775,0.0416666666666667
"2191","Tyrannus vociferans","bird","Passeriformes","Tyrannidae",7,"tavg",-0.107142857142857,-0.107555689808473,0.25
"2192","Tyto alba","bird","Strigiformes","Tytonidae",141,"tavg",-0.251336488141081,-0.25683890845622,0.0072463768115942
"2193","Upupa epops","bird","Bucerotiformes","Upupidae",13,"tavg",-0.255386077585455,-0.261166288345757,0.1
"2194","Uraeginthus angolensis","bird","Passeriformes","Estrildidae",5,"tavg",-0.043715388564956,-0.0437432677542167,0.5
"2195","Uraeginthus bengalus","bird","Passeriformes","Estrildidae",5,"tavg",-0.932317532985695,-1.67582409501229,0.5
"2196","Uria aalge","bird","Charadriiformes","Alcidae",31,"tavg",-0.378375294931109,-0.398162109732999,0.0357142857142857
"2197","Urocitellus armatus","mammal","Rodentia","Sciuridae",12,"tavg",0.311186208751169,0.321858267143473,0.111111111111111
"2198","Urocyon cinereoargenteus","mammal","Carnivora","Canidae",42,"tavg",-0.403383562173817,-0.427683502840878,0.0256410256410256
"2199","Uroderma bilobatum","mammal","Chiroptera","Phyllostomidae",25,"tavg",0.182485608361663,0.184552721353165,0.0454545454545455
"2200","Ursus americanus","mammal","Carnivora","Ursidae",15,"tavg",-0.129490479939364,-0.130221605924514,0.0833333333333333
"2201","Uta stansburiana","reptile","Squamata","Phrynosomatidae",12,"tavg",0.0314233092836048,0.031433658129271,0.111111111111111
"2202","Vampyressa pusilla","mammal","Chiroptera","Phyllostomidae",9,"tavg",-0.264436723493619,-0.270872727912325,0.166666666666667
"2203","Vanellus armatus","bird","Charadriiformes","Charadriidae",5,"tavg",-0.783718556505148,-1.05493750110085,0.5
"2204","Vanellus chilensis","bird","Charadriiformes","Charadriidae",9,"tavg",-0.476176379271116,-0.518027735088347,0.166666666666667
"2205","Vanellus coronatus","bird","Charadriiformes","Charadriidae",5,"tavg",-0.566864471060536,-0.642890535147728,0.5
"2206","Veniliornis nigriceps","bird","Piciformes","Picidae",9,"tavg",-0.617801058199427,-0.721440935792542,0.166666666666667
"2207","Veniliornis passerinus","bird","Piciformes","Picidae",5,"tavg",0.155232255116304,0.156497478985254,0.5
"2208","Veniliornis spilogaster","bird","Piciformes","Picidae",6,"tavg",-0.520477737486533,-0.576994771795433,0.333333333333333
"2209","Vermivora celata","bird","Passeriformes","Parulidae",80,"tavg",-0.335679433751141,-0.349215283518744,0.012987012987013
"2210","Vermivora chrysoptera","bird","Passeriformes","Parulidae",9,"tavg",0.0548165995087669,0.054871604106287,0.166666666666667
"2211","Vermivora cyanoptera","bird","Passeriformes","Parulidae",23,"tavg",-0.0467709355994132,-0.0468050845570692,0.05
"2212","Vermivora peregrina","bird","Passeriformes","Parulidae",37,"tavg",-0.0578324223190687,-0.0578970272440833,0.0294117647058824
"2213","Vermivora ruficapilla","bird","Passeriformes","Parulidae",45,"tavg",-0.159996069102411,-0.161382661961727,0.0238095238095238
"2214","Vermivora virginiae","bird","Passeriformes","Parulidae",9,"tavg",0.133892385400916,0.134701207213166,0.166666666666667
"2215","Vespadelus pumilus","mammal","Chiroptera","Vespertilionidae",5,"tavg",-0.732200926589909,-0.933455558786851,0.5
"2216","Vespertilio murinus","mammal","Chiroptera","Vespertilionidae",5,"tavg",0.319113643059018,0.330659946009305,0.5
"2217","Vidua camerunensis","bird","Passeriformes","Viduidae",6,"tavg",-0.557728017902493,-0.629529301470216,0.333333333333333
"2218","Vidua chalybeata","bird","Passeriformes","Viduidae",19,"tavg",-0.818658065199938,-1.15273489483825,0.0625
"2219","Vidua codringtoni","bird","Passeriformes","Viduidae",6,"tavg",0.0633888000305434,0.0634739069983225,0.333333333333333
"2220","Vidua funerea","bird","Passeriformes","Viduidae",11,"tavg",0.215553154730044,0.218987854932004,0.125
"2221","Vidua macroura","bird","Passeriformes","Viduidae",8,"tavg",-0.378134808412227,-0.3978814701789,0.2
"2222","Vidua purpurascens","bird","Passeriformes","Viduidae",12,"tavg",-0.209536154074663,-0.212686150728525,0.111111111111111
"2223","Vidua raricola","bird","Passeriformes","Viduidae",6,"tavg",-0.871858852971893,-1.34077744380203,0.333333333333333
"2224","Vidua wilsoni","bird","Passeriformes","Viduidae",8,"tavg",-0.815592807825334,-1.14351049788751,0.2
"2225","Vireo altiloquus","bird","Passeriformes","Vireonidae",11,"tavg",-0.439487563377536,-0.471595519881172,0.125
"2226","Vireo bellii","bird","Passeriformes","Vireonidae",8,"tavg",0.417556026146174,0.444728280425043,0.2
"2227","Vireo cassinii","bird","Passeriformes","Vireonidae",16,"tavg",-0.42635833508549,-0.455437466029088,0.0769230769230769
"2228","Vireo flavifrons","bird","Passeriformes","Vireonidae",12,"tavg",-0.491860980678021,-0.538512264855109,0.111111111111111
"2229","Vireo gilvus","bird","Passeriformes","Vireonidae",58,"tavg",-0.122549238667197,-0.123168321256155,0.0181818181818182
"2230","Vireo griseus","bird","Passeriformes","Vireonidae",28,"tavg",0.198986315063334,0.201676854799953,0.04
"2231","Vireo huttoni","bird","Passeriformes","Vireonidae",23,"tavg",-0.1316827637003,-0.132451923954757,0.05
"2232","Vireo olivaceus","bird","Passeriformes","Vireonidae",82,"tavg",-0.317065846451141,-0.328381625281941,0.0126582278481013
"2233","Vireo philadelphicus","bird","Passeriformes","Vireonidae",12,"tavg",0.588230846747334,0.674956558025412,0.111111111111111
"2234","Vireo plumbeus","bird","Passeriformes","Vireonidae",19,"tavg",-0.342424019586134,-0.356835955814853,0.0625
"2235","Vireo solitarius","bird","Passeriformes","Vireonidae",41,"tavg",0.216685039806687,0.220175197941364,0.0263157894736842
"2236","Volatinia jacarina","bird","Passeriformes","Thraupidae",19,"tavg",-0.280753036636119,-0.288499356662252,0.0625
"2237","Vulpes lagopus","mammal","Carnivora","Canidae",40,"tavg",0.0278891290085999,0.0278963631391478,0.027027027027027
"2238","Vulpes macrotis","mammal","Carnivora","Canidae",35,"tavg",-0.301886165792086,-0.31159360647802,0.03125
"2239","Vulpes velox","mammal","Carnivora","Canidae",31,"tavg",0.282748501435279,0.29066688869919,0.0357142857142857
"2240","Vulpes vulpes","mammal","Carnivora","Canidae",56,"tavg",-0.0769843965784141,-0.0771370248596863,0.0188679245283019
"2241","Willisornis poecilinotus","bird","Passeriformes","Thamnophilidae",20,"tavg",-0.176828209302809,-0.178706612061624,0.0588235294117647
"2242","Wilsonia canadensis","bird","Passeriformes","Parulidae",24,"tavg",0.550092864973709,0.618514463072622,0.0476190476190476
"2243","Wilsonia citrina","bird","Passeriformes","Parulidae",14,"tavg",0.0441555979867478,0.0441843285750484,0.0909090909090909
"2244","Wilsonia pusilla","bird","Passeriformes","Parulidae",77,"tavg",-0.256604725012284,-0.262470399111877,0.0135135135135135
"2245","Xanthocephalus xanthocephalus","bird","Passeriformes","Icteridae",16,"tavg",0.366596164368589,0.384485092968682,0.0769230769230769
"2246","Xanthotis flaviventer","bird","Passeriformes","Meliphagidae",12,"tavg",0.24473955207221,0.249809468993195,0.111111111111111
"2247","Xenochrophis piscator","reptile","Squamata","Colubridae",41,"tavg",-0.0846738483678518,-0.0848770842844824,0.0263157894736842
"2248","Xenodacnis parina","bird","Passeriformes","Thraupidae",10,"tavg",0.584907236187281,0.669889568011045,0.142857142857143
"2249","Xenopeltis unicolor","reptile","Squamata","Xenopeltidae",7,"tavg",-0.156588679470545,-0.157887697098399,0.25
"2250","Xenopipo atronitens","bird","Passeriformes","Pipridae",6,"tavg",0.786729979421014,1.06279166795493,0.333333333333333
"2251","Xenops minutus","bird","Passeriformes","Furnariidae",34,"tavg",0.221948539549103,0.225704680326754,0.032258064516129
"2252","Xiphocolaptes major","bird","Passeriformes","Furnariidae",5,"tavg",-0.489782148834307,-0.535773692876811,0.5
"2253","Xiphocolaptes promeropirhynchus","bird","Passeriformes","Furnariidae",5,"tavg",-0.442600249006196,-0.475459912179569,0.5
"2254","Xiphorhynchus flavigaster","bird","Passeriformes","Furnariidae",10,"tavg",-0.533826585000121,-0.595481613927762,0.142857142857143
"2255","Xiphorhynchus guttatus","bird","Passeriformes","Furnariidae",12,"tavg",-0.364659367754384,-0.382249422622373,0.111111111111111
"2256","Xiphorhynchus ocellatus","bird","Passeriformes","Furnariidae",8,"tavg",0.171652537244171,0.173368874441414,0.2
"2257","Xiphorhynchus pardalotus","bird","Passeriformes","Furnariidae",11,"tavg",-0.28000625281923,-0.287688857207759,0.125
"2258","Xiphorhynchus triangularis","bird","Passeriformes","Furnariidae",7,"tavg",0.288671360606739,0.297116234595445,0.25
"2259","Xolmis irupero","bird","Passeriformes","Tyrannidae",7,"tavg",-0.864899964187737,-1.31247359104415,0.25
"2260","Yuhina flavicollis","bird","Passeriformes","Zosteropidae",6,"tavg",0.723465283671106,0.91487793670318,0.333333333333333
"2261","Yuhina gularis","bird","Passeriformes","Zosteropidae",5,"tavg",-0.640979423609032,-0.759834424689622,0.5
"2262","Yuhina nigrimenta","bird","Passeriformes","Zosteropidae",5,"tavg",0.152884907114302,0.154093063257367,0.5
"2263","Zalophus californianus","mammal","Carnivora","Otariidae",57,"tavg",0.114852158214401,0.115361198825999,0.0185185185185185
"2264","Zapus hudsonius","mammal","Rodentia","Dipodidae",200,"tavg",0.100342345982472,0.100681163726015,0.0050761421319797
"2265","Zapus princeps","mammal","Rodentia","Dipodidae",185,"tavg",-0.17059693650591,-0.172281429196229,0.00549450549450549
"2266","Zapus trinotatus","mammal","Rodentia","Dipodidae",95,"tavg",0.0645969090337974,0.0646869838047033,0.0108695652173913
"2267","Zenaida asiatica","bird","Columbiformes","Columbidae",22,"tavg",-0.313233109779026,-0.324126239631784,0.0526315789473684
"2268","Zenaida auriculata","bird","Columbiformes","Columbidae",7,"tavg",-0.372585799049623,-0.391422377147224,0.25
"2269","Zenaida macroura","bird","Columbiformes","Columbidae",121,"tavg",-0.30189611098825,-0.311604548952238,0.00847457627118644
"2270","Zimmerius bolivianus","bird","Passeriformes","Tyrannidae",5,"tavg",0.448577721164691,0.482918285089913,0.5
"2271","Zonotrichia albicollis","bird","Passeriformes","Passerellidae",84,"tavg",-0.0217934703012271,-0.0217969215932283,0.0123456790123457
"2272","Zonotrichia atricapilla","bird","Passeriformes","Passerellidae",43,"tavg",-0.143400415765661,-0.144395671319111,0.025
"2273","Zonotrichia capensis","bird","Passeriformes","Passerellidae",64,"tavg",-0.302633657949543,-0.312416256898987,0.0163934426229508
"2274","Zonotrichia leucophrys","bird","Passeriformes","Passerellidae",159,"tavg",-0.356053593159565,-0.372359243624393,0.00641025641025641
"2275","Zonotrichia querula","bird","Passeriformes","Passerellidae",14,"tavg",0.3652000207065,0.382873138083304,0.0909090909090909
"2276","Zoothera dauma","bird","Passeriformes","Turdidae",7,"tavg",-0.0977021608563075,-0.0980148325279591,0.25
"2277","Zosterops japonicus","bird","Passeriformes","Zosteropidae",9,"tavg",-0.548634553612773,-0.61642578735749,0.166666666666667
"2278","Zosterops lateralis","bird","Passeriformes","Zosteropidae",14,"tavg",0.453499768086816,0.489097414233305,0.0909090909090909
"2279","Zosterops pallidus","bird","Passeriformes","Zosteropidae",6,"tavg",-0.0825577416719743,-0.0827460776223179,0.333333333333333
"2280","Zosterops senegalensis","bird","Passeriformes","Zosteropidae",7,"tavg",-0.537871610139257,-0.601155957760961,0.25
"2281","Zygodontomys brevicauda","mammal","Rodentia","Cricetidae",21,"tavg",0.172967714451718,0.174724295372189,0.0555555555555556
"2282","Abrothrix longipilis","mammal","Rodentia","Cricetidae",46,"tmin",0.457301400922882,0.493893774590907,0.0232558139534884
"2283","Abrothrix olivaceus","mammal","Rodentia","Cricetidae",64,"tmin",0.399653002559937,0.423235906226351,0.0163934426229508
"2284","Acanthis flammea","bird","Passeriformes","Fringillidae",50,"tmin",0.0475645356870655,0.0476004542215174,0.0212765957446809
"2285","Acanthis hornemanni","bird","Passeriformes","Fringillidae",6,"tmin",-0.655686882012324,-0.785209883040043,0.333333333333333
"2286","Acanthiza apicalis","bird","Passeriformes","Acanthizidae",5,"tmin",0.718184846459608,0.903886159311115,0.5
"2287","Acanthiza katherina","bird","Passeriformes","Acanthizidae",11,"tmin",0.0284522126008452,0.0284598939568884,0.125
"2288","Acanthiza pusilla","bird","Passeriformes","Acanthizidae",7,"tmin",-0.006812163231464,-0.00681226860849918,0.25
"2289","Acanthorhynchus tenuirostris","bird","Passeriformes","Meliphagidae",11,"tmin",0.793945695187013,1.08201651113656,0.125
"2290","Accipiter cooperii","bird","Accipitriformes","Accipitridae",139,"tmin",-0.0292940836280369,-0.0293024674527204,0.00735294117647059
"2291","Accipiter gentilis","bird","Accipitriformes","Accipitridae",18,"tmin",-0.187182537162363,-0.189415800828802,0.0666666666666667
"2292","Accipiter poliocephalus","bird","Accipitriformes","Accipitridae",6,"tmin",-0.6,-0.693147180559945,0.333333333333333
"2293","Accipiter striatus","bird","Accipitriformes","Accipitridae",137,"tmin",0.0363159342301731,0.0363319119299593,0.00746268656716418
"2294","Accipiter tachiro","bird","Accipitriformes","Accipitridae",8,"tmin",-0.31516529872356,-0.326270071013374,0.2
"2295","Acridotheres tristis","bird","Passeriformes","Sturnidae",5,"tmin",0.104058619439118,0.104436667695953,0.5
"2296","Acrocephalus aedon","bird","Passeriformes","Acrocephalidae",5,"tmin",-0.452803319780485,-0.488220996747988,0.5
"2297","Acrocephalus arundinaceus","bird","Passeriformes","Acrocephalidae",6,"tmin",0.225700967003151,0.229655015384216,0.333333333333333
"2298","Acrocephalus scirpaceus","bird","Passeriformes","Acrocephalidae",10,"tmin",0.146005439819766,0.147056410048068,0.142857142857143
"2299","Actenoides lindsayi","bird","Coraciiformes","Alcedinidae",5,"tmin",0.00946464464031676,0.00946492726821321,0.5
"2300","Actitis hypoleucos","bird","Charadriiformes","Scolopacidae",10,"tmin",0.640462088824119,0.758956807860201,0.142857142857143
"2301","Actitis macularius","bird","Charadriiformes","Scolopacidae",18,"tmin",0.220365302202501,0.224040023559779,0.0666666666666667
"2302","Adelomyia melanogenys","bird","Apodiformes","Trochilidae",16,"tmin",-0.588150321757388,-0.674833437122657,0.0769230769230769
"2303","Aechmophorus clarkii","bird","Podicipediformes","Podicipedidae",15,"tmin",-0.363344094019965,-0.380733261317038,0.0833333333333333
