"speciesname","class","order","family","freq","env.var","corr.coeff","z.cor.yi","z.cor.vi","sd.tavg","sd.tmax","sd.npp","sd.npp.sd","rng.tavg","rng.tmax","rng.npp","rng.npp.sd","SPID","migratory"
"Myrmotherula menetriesii","bird","Passeriformes","Thamnophilidae",5,"tavg",-0.30545223784703,-0.315521935154064,0.5,1.15640841343021,1.17249276751625,0.631671678021273,0.297752330292906,3.0925006866455,3.029582977295,1.68149185180664,0.806399106979365,"SP876","resident"
"Myrmotherula schisticolor","bird","Passeriformes","Thamnophilidae",7,"tavg",0.326538500508316,0.338948683946547,0.25,2.86955370722642,2.91725808562221,0.664239001495845,0.219936968846373,8.6845846176147,8.5424995422363,1.46325898170471,0.63645958900452,"SP877","resident"
"Myzomela jugularis","bird","Passeriformes","Meliphagidae",7,"tavg",0.504358701067249,0.555134748330329,0.25,0.729486213088549,0.608341528873344,0.909612193165103,0.19525722638374,1.9850826263428,1.7945289611817,2.49628901481629,0.463601171970369,"SP878","resident"
"Myzomela obscura","bird","Passeriformes","Meliphagidae",5,"tavg",0.300192869331507,0.309731562003599,0.5,2.80075080664905,3.29920163659189,1.57097321140999,0.161302102588816,5.7806663513184,7.8052520751953,3.51358205080032,0.326425075531007,"SP879","resident"
"Myzomela rosenbergii","bird","Passeriformes","Meliphagidae",12,"tavg",0.353707363832531,0.369674952292525,0.111111111111111,3.52199374512109,3.19772373565909,0.654020019431947,0.2156335701659,10.3030834197998,8.6065845489502,1.87080240249634,0.647706925868988,"SP880","resident"
"Chalcomitra amethystina","bird","Passeriformes","Nectariniidae",12,"tavg",0.221563536794818,0.225299765584139,0.111111111111111,3.53613044675928,2.78895842862436,0.933782908767662,0.141753481967576,11.4222497940063,8.4417476654053,3.04876005649567,0.461653888225556,"SP881","resident"
"Cinnyris bifasciatus","bird","Passeriformes","Nectariniidae",6,"tavg",-0.428068524986325,-0.457529471578558,0.333333333333333,3.22202588765531,1.99817781514953,0.703544266475188,0.274358823760857,9.0315837860107,6.1180820465088,1.96801710128785,0.659808009862902,"SP882","migratory"
"Cinnyris cupreus","bird","Passeriformes","Nectariniidae",6,"tavg",-0.949685907251199,-1.82856917679144,0.333333333333333,3.4434928453231,2.94681593664536,1.48825481371925,0.239258682523278,8.0046672821044,7.5694179534912,3.6587724685669,0.587553918361667,"SP883","migratory"
"Nectarinia famosa","bird","Passeriformes","Nectariniidae",6,"tavg",-0.630854318555315,-0.742833955759834,0.333333333333333,3.04342366910427,2.53240073918344,1.09131698211232,0.337498308690465,8.3741674423217,6.8487491607666,2.54964673519135,0.783259838819506,"SP884","nomadic"
"Cinnyris jugularis","bird","Passeriformes","Nectariniidae",8,"tavg",0.25568752560639,0.261488795802616,0.2,1.30382858710659,1.29409345366305,173.32834568615,600.425809763864,4.3220977783203,4.3053340911866,490.986731052398,1698.47686687112,"SP885","resident"
"Nectarinia kilimensis","bird","Passeriformes","Nectariniidae",6,"tavg",-0.342839711096688,-0.357306939179135,0.333333333333333,1.7203345988317,1.84620548749821,1.22146610158319,0.0415194318207101,4.1990013122558,4.5138320922851,3.26092672348023,0.12807908654213,"SP886","nomadic"
"Cinnyris mariquensis","bird","Passeriformes","Nectariniidae",6,"tavg",0.468392671224886,0.508009273806904,0.333333333333333,1.41449082576945,1.68877930575238,0.670925687059207,0.191630209467982,3.4788322448731,5.2219181060791,1.72588843107224,0.479074418544769,"SP887","nomadic"
"Nectarinia olivacea","bird","Passeriformes","Nectariniidae",25,"tavg",-0.363619764078217,-0.381050897141881,0.0454545454545455,2.81466096992445,2.60450603394318,0.754029964149597,0.218129925419715,10.0592517852783,10.8981666564941,3.36075997352601,0.716122478246692,"SP888","resident"
"Drepanorhynchus reichenowi","bird","Passeriformes","Nectariniidae",6,"tavg",-0.911831936512897,-1.53828619248799,0.333333333333333,2.71761985305653,2.13629731152239,1.02215359636478,0.127236163366515,6.7052507400512,5.3789176940918,2.24796295166016,0.353657215833664,"SP889","resident"
"Nectarinia senegalensis","bird","Passeriformes","Nectariniidae",8,"tavg",-0.347623930569141,-0.36273854002055,0.2,2.58041617050152,2.53558236911374,0.989555110531216,0.305036565034227,8.6096668243408,8.5763359069824,3.12784230709076,0.777158498764042,"SP890","migratory"
"Cinnyris venustus","bird","Passeriformes","Nectariniidae",12,"tavg",0.138582582073484,0.139480112914508,0.111111111111111,2.97267496355356,2.99967317578319,0.777796439617653,0.306638532418902,10.4554996490478,10.5039978027344,2.68433678895235,1.05719900131226,"SP891","migratory"
"Cyanomitra verticalis","bird","Passeriformes","Nectariniidae",7,"tavg",-0.472640044227668,-0.513464337012494,0.25,3.88804858060331,3.51192758033129,1.19644801215981,0.207712247599604,10.4220008850097,10.6851654052734,3.6587724685669,0.587553918361667,"SP892","resident"
"Nemosia pileata","bird","Passeriformes","Thraupidae",5,"tavg",-0.111468827910383,-0.111933978508386,0.5,0.724326277195359,0.722389079304298,0.891551750532012,0.275569124321939,1.7897510528565,1.5650005340576,2.04761266708374,0.677714318037029,"SP893","resident"
"Neocossyphus poensis","bird","Passeriformes","Turdidae",6,"tavg",0.583351520308916,0.667528101435648,0.333333333333333,2.45220230000121,2.40567110878933,1.15662025643237,0.226492006213639,6.6459999084472,6.5600833892822,3.36075997352601,0.612010300159457,"SP894","resident"
"Neocossyphus rufus","bird","Passeriformes","Turdidae",7,"tavg",-0.120832523831262,-0.121425801566477,0.25,1.85309251057933,1.40616237002675,0.620783597520421,0.262357666513215,4.2620830535889,3.7152481079102,1.82432687282562,0.691666096448902,"SP895","resident"
"Neopelma chrysocephalum","bird","Passeriformes","Pipridae",5,"tavg",0.0853431683304752,0.0855512762854279,0.5,0.442156626663806,0.361640571183142,0.30666046006424,0.242796584532394,1.0744171142578,0.9266662597656,0.75875568389892,0.65541177988052,"SP896","resident"
"Nicator chloris","bird","Passeriformes","Nicatoridae",7,"tavg",-0.16720921118095,-0.168794216062015,0.25,2.19256927435187,2.81627823224545,0.758283225182065,0.13884934437873,6.0962505340576,8.2665843963623,2.27296423912049,0.388950109481815,"SP897","resident"
"Nicator gularis","bird","Passeriformes","Nicatoridae",6,"tavg",0.571218991499836,0.649330352943889,0.333333333333333,1.1682587385121,1.12968370964768,0.639030857961253,0.104319098661713,2.4590358734131,2.5229473114014,1.74524462223053,0.280379295349121,"SP898","resident"
"Nilaus afer","bird","Passeriformes","Malaconotidae",7,"tavg",-0.434822895879538,-0.465828781211384,0.25,3.58941718145033,3.17957821887154,0.719582203285794,0.236873663098169,10.0347499847412,9.7477512359619,2.0698239505291,0.581867456436157,"SP899","resident"
"Niltava macgrigoriae","bird","Passeriformes","Muscicapidae",5,"tavg",0.807439768324808,1.11962881683799,0.5,4.29186525736191,5.62950286874639,0.959019271641552,0.203547801884406,9.0832490921021,10.7482490539551,2.54198861122131,0.481114923954006,"SP900","migratory"
"Niltava sundara","bird","Passeriformes","Muscicapidae",8,"tavg",0.163249903722001,0.164723776402546,0.2,4.08802182574081,5.37675045094165,0.742083140698523,0.212493158795877,13.154748916626,16.6466665267945,2.43253672122955,0.752766430377956,"SP901","migratory"
"Nothoprocta ornata","bird","Tinamiformes","Tinamidae",7,"tavg",0.398579142757706,0.421958575557275,0.25,3.74104291973414,3.64928785080793,0.33553661423294,0.0981177418934356,11.5781667232514,10.5025825500488,0.753650128841396,0.285907045006752,"SP902","resident"
"Nothoprocta pentlandii","bird","Tinamiformes","Tinamidae",7,"tavg",-0.452732865156111,-0.488132374696413,0.25,3.89613003526907,4.26510038476945,0.540084825552584,0.171438893646765,10.07808303833,12.1358337402344,1.73496782779694,0.496562287211418,"SP903","resident"
"Nucifraga columbiana","bird","Passeriformes","Corvidae",15,"tavg",-0.289327951458588,-0.297832662079909,0.0833333333333333,3.47543576009553,3.98267517485964,0.38900040478213,0.329348632776077,12.9723335057497,15.2831673622131,1.3021205663681,1.12188631296158,"SP904","resident"
"Numenius americanus","bird","Charadriiformes","Scolopacidae",8,"tavg",-0.394364578256882,-0.41695795014255,0.2,5.64951963818793,4.51664163743026,0.552420223036842,0.433906331516057,13.6913232803344,12.1305103302002,1.44778460264206,1.41500526666641,"SP905","migratory"
"Numenius phaeopus","bird","Charadriiformes","Scolopacidae",6,"tavg",0.2,0.202732554054082,0.333333333333333,15.4007031275962,15.8353783634633,3219.68280885424,11122.1956668167,34.0947570800781,34.9569404125213,7887.69143229723,27244.1119330227,"SP906","migratory"
"Numida meleagris","bird","Galliformes","Numididae",10,"tavg",-0.309937387981589,-0.320476142044448,0.142857142857143,4.92920027472754,5.25355255973499,0.815909298335617,0.449100650343586,16.5475349426269,17.9008922576905,2.18264449387789,1.6014918088913,"SP907","resident"
"Nyctibius griseus","bird","Caprimulgiformes","Nyctibiidae",6,"tavg",-0.927633657043918,-1.64115356510164,0.333333333333333,3.74838504470439,3.00728414337299,1.01566914703425,0.281281065819192,9.716833114624,7.9902515411377,2.62954485416412,0.6977830529213,"SP908","resident"
"Nycticorax nycticorax","bird","Pelecaniformes","Ardeidae",18,"tavg",-0.522793688647112,-0.580176481994989,0.0666666666666667,3.28186872010553,3.18305972681048,1.13259715594296,0.465649100410173,13.1576690673828,10.9372749328613,4.92007574439049,1.69365504384041,"SP909","migratory"
"Nyctidromus albicollis","bird","Caprimulgiformes","Caprimulgidae",15,"tavg",-0.835522903065016,-1.20615667426996,0.0833333333333333,1.84605236076542,1.68806199812915,0.883028206350264,0.29369441331238,5.9024982452392,5.2542514801025,2.77693259716034,1.01449289917946,"SP910","resident"
"Nyctipolus nigrescens","bird","Caprimulgiformes","Caprimulgidae",6,"tavg",-0.072970065947919,-0.0730999941732534,0.333333333333333,0.715129605611192,0.709089328627809,0.950937116766274,0.3085244395909,2.0620822906494,1.8474998474121,2.55081796646118,0.825200319290159,"SP911","resident"
"Ochthoeca cinnamomeiventris","bird","Passeriformes","Tyrannidae",11,"tavg",-0.427596593581129,-0.456951803358337,0.125,3.07177618932049,2.87540479122291,0.714570716554219,0.311935268852773,9.68141651153566,8.6706657409668,2.72311472892762,0.832424968481063,"SP912","resident"
"Ochthoeca diadema","bird","Passeriformes","Tyrannidae",9,"tavg",-0.166481371157355,-0.168045534695456,0.166666666666667,2.71003915684039,2.97540466142862,0.739604465561931,0.225851795545606,7.9934158325195,9.1206665039062,2.43454992771149,0.604213654994963,"SP913","resident"
"Silvicultrix frontalis","bird","Passeriformes","Tyrannidae",8,"tavg",-0.74931084509644,-0.971381720793067,0.2,1.16203334222111,1.12854772858567,0.453475119454468,0.306832875250984,3.43599987030025,3.5595836639404,1.45186376571655,0.907489597797394,"SP914","resident"
"Ochthoeca fumicolor","bird","Passeriformes","Tyrannidae",13,"tavg",0.0651946460248694,0.0652872488071624,0.1,3.47677639055199,3.52216372425968,0.770992076124875,0.208053156639249,14.103000164032,15.4186668395996,2.59484612941741,0.591390192508697,"SP915","resident"
"Ochthoeca leucophrys","bird","Passeriformes","Tyrannidae",17,"tavg",0.499878949949769,0.549144757289619,0.0714285714285714,4.01171446017019,3.80600103213572,0.443499098819151,0.133271621705386,14.6420838832855,12.7125825881958,1.95708245038986,0.496562287211418,"SP916","resident"
"Ochthoeca oenanthoides","bird","Passeriformes","Tyrannidae",9,"tavg",0.338272522531664,0.352140546623375,0.166666666666667,3.31585660676687,3.44551663082233,0.216429152445516,0.0659424188431636,11.0314168930054,11.477915763855,0.534943580627445,0.18036299943924,"SP917","resident"
"Ochthoeca rufipectoralis","bird","Passeriformes","Tyrannidae",18,"tavg",0.262547069130043,0.268842089652882,0.0666666666666667,3.63469878230514,3.19548313135188,0.975315907263002,0.462957156710079,11.6805834770203,10.1033334732056,3.50456833839417,1.4617737531662,"SP918","resident"
"Ocreatus underwoodii","bird","Apodiformes","Trochilidae",9,"tavg",-0.424336402610402,-0.452968922043754,0.166666666666667,2.10737080608296,2.06425304763363,0.72174708694615,0.306276686161209,7.3482494354249,6.3216667175293,2.33869075775146,0.791378855705257,"SP919","resident"
"Oedistoma iliolophus","bird","Passeriformes","Melanocharitidae",17,"tavg",-0.295717145238217,-0.30481977158177,0.0714285714285714,1.92212448994954,1.81982429183283,0.577399967266278,0.227976179988025,6.4176673889161,6.2294178009033,1.84613037109375,0.765011131763458,"SP920","resident"
"Oena capensis","bird","Columbiformes","Columbidae",13,"tavg",-0.693216496462508,-0.854121476379457,0.1,4.73116500659876,4.25309333196143,0.626134110649696,0.217868043209236,13.7409172058105,13.0280818939209,2.37398160248995,0.665543615818024,"SP921","migratory"
"Oenanthe deserti","bird","Passeriformes","Muscicapidae",7,"tavg",-0.0453862748833717,-0.0454174773973799,0.25,7.25478371777168,7.66026857735997,0.393583629365751,0.400405828861147,22.504332780838,23.1073331832886,1.05068894475699,1.09360644221306,"SP922","migratory"
"Oenanthe isabellina","bird","Passeriformes","Muscicapidae",12,"tavg",-0.218341501426748,-0.22191392261976,0.111111111111111,9.23979876671215,9.67976177024379,0.719916751759983,0.758611781955937,31.8669157028198,31.9441658258439,2.02575646713376,2.17002630233765,"SP923","migratory"
"Oenanthe oenanthe","bird","Passeriformes","Muscicapidae",17,"tavg",-0.516444992578059,-0.571479488102187,0.0714285714285714,7.82478699061593,7.8409666379059,6311.61949647988,14321.6487307168,32.3547525405884,34.1640825271606,24197.544285655,44664.1938036978,"SP924","migratory"
"Oenanthe pleschanka","bird","Passeriformes","Muscicapidae",5,"tavg",0.477799215732636,0.520128542769385,0.5,2.70543555825352,2.85694199765923,0.616943497599985,0.630315687185743,6.82933282852169,6.3998336791992,1.66607013344765,1.73372256755829,"SP925","migratory"
"Onychorhynchus coronatus","bird","Passeriformes","Tyrannidae",9,"tavg",0.385160232194696,0.406104704669492,0.166666666666667,1.08971319082369,1.37013119643901,0.425994571625482,0.290949643472276,3.659833908081,5.1223335266113,1.3527672290802,0.854810595512385,"SP926","resident"
"Oporornis agilis","bird","Passeriformes","Parulidae",5,"tavg",-0.442992773652888,-0.475948168680724,0.5,3.32726839382704,3.52399314129642,1.48037373834288,0.507795925784201,8.5413327217102,9.0418329238892,3.47772550582885,1.1537721157074,"SP927","migratory"
"Geothlypis formosa","bird","Passeriformes","Parulidae",21,"tavg",-0.16719104311831,-0.16877552548788,0.0555555555555556,6.31305169302581,6.07011069438877,1.01820883357251,0.427151574496441,26.7981662154198,25.3010835647583,3.99035207927227,1.88496395945549,"SP928","migratory"
"Geothlypis philadelphia","bird","Passeriformes","Parulidae",26,"tavg",-0.0582528865598416,-0.0583189128023952,0.0434782608695652,6.62565694939189,6.5629341775488,0.519764105770613,0.538565823048604,28.7629992961883,28.1768345832824,2.38652154803276,1.88713017106057,"SP929","migratory"
"Geothlypis tolmiei","bird","Passeriformes","Parulidae",48,"tavg",-0.127125321121554,-0.127816856723318,0.0222222222222222,5.81983865053399,5.96061547194506,0.767452579038553,0.492990666774926,24.0357504487038,25.0288329124451,3.25825561210513,1.84200298786163,"SP930","migratory"
"Oreomanes fraseri","bird","Passeriformes","Thraupidae",6,"tavg",0.111758644075975,0.112227450642239,0.333333333333333,3.20795945097527,3.22005362764761,0.442904964541679,0.206286147995612,9.0117502212524,9.2300004959107,1.24272334575653,0.555878877639771,"SP931","resident"
"Oreortyx pictus","bird","Galliformes","Odontophoridae",15,"tavg",0.504921982849171,0.555890488322847,0.0833333333333333,3.31537547184201,2.62275217346112,0.974174490671188,0.461300980483766,9.60508370399475,8.5353326797485,2.96096682548523,1.81663662195206,"SP932","resident"
"Oreoscoptes montanus","bird","Passeriformes","Mimidae",14,"tavg",0.190672040199213,0.19303447116474,0.0909090909090909,5.19983192816404,4.65155055589387,0.563489649187456,0.241296277487003,15.5248334407806,13.7187509536743,2.19705295562744,0.748672738671303,"SP933","migratory"
"Oreoscopus gutturalis","bird","Passeriformes","Acanthizidae",9,"tavg",0.657297028373574,0.788039579007029,0.166666666666667,0.709358567876841,0.766601857901475,0.582970318389187,0.171375790696324,2.2544174194336,2.4919986724853,1.86386799812317,0.634277105331417,"SP934","resident"
"Oreotrochilus estella","bird","Apodiformes","Trochilidae",10,"tavg",-0.00291811813181513,-0.00291812641485157,0.142857142857143,3.46406753972089,3.24732777840129,0.400660074515434,0.134933311207811,10.9034168720246,10.414083480835,1.42848116159439,0.43797355890274,"SP935","resident"
"Notiochelidon murina","bird","Passeriformes","Hirundinidae",10,"tavg",0.421766371123762,0.449838655838789,0.142857142857143,3.61459809190702,3.48944856933586,0.472076363770736,0.306122639337112,12.079083442688,10.82949924469,1.69065022468567,1.0493301153183,"SP936","resident"
