"","speciesname","class","order","family","freq","env.var","corr.coeff","z.cor.yi","z.cor.vi"
"1409","Pachycephala simplex","bird","Passeriformes","Pachycephalidae",8,"tavg",-0.734819372277015,-0.939123685460884,0.2
"1410","Pachycephala soror","bird","Passeriformes","Pachycephalidae",8,"tavg",-0.704481400109258,-0.876142200316776,0.2
"1411","Pachycephalopsis poliosoma","bird","Passeriformes","Petroicidae",5,"tavg",0.614240317237458,0.715702570560945,0.5
"1412","Pachyramphus minor","bird","Passeriformes","Tityridae",5,"tavg",-0.6,-0.693147180559945,0.5
"1413","Pachyramphus polychopterus","bird","Passeriformes","Tityridae",13,"tavg",-0.416531302112121,-0.443487806191741,0.1
"1414","Pachyramphus viridis","bird","Passeriformes","Tityridae",7,"tavg",-0.637685354105737,-0.754263066298155,0.25
"1415","Pandion haliaetus","bird","Accipitriformes","Pandionidae",17,"tavg",0.00860339578374994,0.00860360806309554,0.0714285714285714
"1416","Pantherophis obsoletus","reptile","Squamata","Colubridae",21,"tavg",0.164336387838051,0.165840212608324,0.0555555555555556
"1417","Paramelomys rubex","mammal","Rodentia","Muridae",5,"tavg",0.774246571500344,1.03084388285173,0.5
"1418","Parascalops breweri","mammal","Soricomorpha","Talpidae",5,"tavg",-0.5,-0.549306144334055,0.5
"1419","Parastrellus hesperus","mammal","Chiroptera","Vespertilionidae",36,"tavg",-0.276598633091547,-0.283995146501375,0.0303030303030303
"1420","Pareas carinatus","reptile","Squamata","Pareatidae",5,"tavg",0.751303752530163,0.975941764436647,0.5
"1421","Parkesia noveboracensis","bird","Passeriformes","Parulidae",44,"tavg",0.0546590412852158,0.0547135723831762,0.024390243902439
"1422","Paroaria capitata","bird","Passeriformes","Thraupidae",6,"tavg",-0.6,-0.693147180559945,0.333333333333333
"1423","Paroaria coronata","bird","Passeriformes","Thraupidae",5,"tavg",-0.868317348650954,-1.32619930985124,0.5
"1424","Parula pitiayumi","bird","Passeriformes","Parulidae",14,"tavg",-0.601740719596715,-0.695871507555041,0.0909090909090909
"1425","Parus carolinensis","bird","Passeriformes","Paridae",44,"tavg",-0.20989283813012,-0.213059243470853,0.024390243902439
"1426","Parus elegans","bird","Passeriformes","Paridae",6,"tavg",0.0751228064785182,0.0752646038418621,0.333333333333333
"1427","Parus gambeli","bird","Passeriformes","Paridae",46,"tavg",-0.111583579003986,-0.112050174863315,0.0232558139534884
"1428","Parus hudsonicus","bird","Passeriformes","Paridae",10,"tavg",-0.39024524144678,-0.412089301043473,0.142857142857143
"1429","Parus major","bird","Passeriformes","Paridae",30,"tavg",-0.466869523681048,-0.506059821485512,0.037037037037037
"1430","Parus monticolus","bird","Passeriformes","Paridae",9,"tavg",0.0787305930395787,0.0788938714121376,0.166666666666667
"1431","Parus spilonotus","bird","Passeriformes","Paridae",5,"tavg",-0.901077315057726,-1.47791871377206,0.5
"1432","Passer domesticus","bird","Passeriformes","Passeridae",120,"tavg",-0.29931251712774,-0.308764299559935,0.00854700854700855
"1433","Passer griseus","bird","Passeriformes","Passeridae",7,"tavg",0.0828722606873837,0.083062763331645,0.25
"1434","Passer montanus","bird","Passeriformes","Passeridae",27,"tavg",-0.270603030983566,-0.277514385692799,0.0416666666666667
"1435","Passerculus sandwichensis","bird","Passeriformes","Passerellidae",119,"tavg",0.00382517198350837,0.00382519064023537,0.00862068965517241
"1436","Passerella iliaca","bird","Passeriformes","Passerellidae",106,"tavg",0.0201661824169432,0.020168916777667,0.00970873786407767
"1437","Passerina amoena","bird","Passeriformes","Cardinalidae",28,"tavg",-0.114631889416114,-0.115137991336771,0.04
"1438","Passerina caerulea","bird","Passeriformes","Cardinalidae",22,"tavg",0.0109883695226955,0.0109888118156049,0.0526315789473684
"1439","Passerina ciris","bird","Passeriformes","Cardinalidae",31,"tavg",0.011871098576439,0.0118716562604621,0.0357142857142857
"1440","Passerina cyanea","bird","Passeriformes","Cardinalidae",80,"tavg",-0.032493401251615,-0.0325048442413608,0.012987012987013
"1441","Patagioenas fasciata","bird","Columbiformes","Columbidae",27,"tavg",-0.487914365416099,-0.533319398756376,0.0416666666666667
"1442","Patagioenas plumbea","bird","Columbiformes","Columbidae",9,"tavg",-0.511902252624684,-0.565304109560374,0.166666666666667
"1443","Patagioenas speciosa","bird","Columbiformes","Columbidae",5,"tavg",0.20357179657966,0.206455963364467,0.5
"1444","Patagona gigas","bird","Apodiformes","Trochilidae",13,"tavg",-0.667421704286993,-0.80607925726608,0.1
"1445","Pelecanus erythrorhynchos","bird","Pelecaniformes","Pelecanidae",10,"tavg",-0.419454825139244,-0.447030266102139,0.142857142857143
"1446","Pelecanus occidentalis","bird","Pelecaniformes","Pelecanidae",12,"tavg",0.130088270252508,0.130829638741199,0.111111111111111
"1447","Peneothello cyanus","bird","Passeriformes","Petroicidae",15,"tavg",-0.402681187818761,-0.426844911810702,0.0833333333333333
"1448","Percnostola rufifrons","bird","Passeriformes","Thamnophilidae",7,"tavg",-0.255734377280212,-0.261538925351969,0.25
"1449","Perdix perdix","bird","Galliformes","Phasianidae",11,"tavg",-0.223559892147359,-0.227400162232312,0.125
"1450","Periparus ater","bird","Passeriformes","Paridae",8,"tavg",0.426497470067185,0.455607524588286,0.2
"1451","Perisoreus canadensis","bird","Passeriformes","Corvidae",24,"tavg",-0.188163950069554,-0.190433042343572,0.0476190476190476
"1452","Perissocephalus tricolor","bird","Passeriformes","Cotingidae",5,"tavg",0.165926395237203,0.167474792736774,0.5
"1453","Perognathus amplus","mammal","Rodentia","Heteromyidae",23,"tavg",-0.0464139270653317,-0.046447299319405,0.05
"1454","Perognathus fasciatus","mammal","Rodentia","Heteromyidae",9,"tavg",-0.0579798458119609,-0.0580449467290841,0.166666666666667
"1455","Perognathus flavescens","mammal","Rodentia","Heteromyidae",19,"tavg",0.144118520869135,0.1451289305678,0.0625
"1456","Perognathus flavus","mammal","Rodentia","Heteromyidae",102,"tavg",-0.140648161918076,-0.141586757231111,0.0101010101010101
"1457","Perognathus inornatus","mammal","Rodentia","Heteromyidae",13,"tavg",0.00507095552595287,0.00507099899247089,0.1
"1458","Perognathus longimembris","mammal","Rodentia","Heteromyidae",61,"tavg",-0.00521733268510878,-0.0052173800254551,0.0172413793103448
"1459","Perognathus merriami","mammal","Rodentia","Heteromyidae",9,"tavg",-0.551929454527848,-0.621151778781619,0.166666666666667
"1460","Perognathus parvus","mammal","Rodentia","Heteromyidae",93,"tavg",0.154678403629632,0.155930001698057,0.0111111111111111
"1461","Peromyscus attwateri","mammal","Rodentia","Cricetidae",5,"tavg",-0.61018994245434,-0.709223919574304,0.5
"1462","Peromyscus aztecus","mammal","Rodentia","Cricetidae",19,"tavg",0.291511672377602,0.300217533059976,0.0625
"1463","Peromyscus boylii","mammal","Rodentia","Cricetidae",224,"tavg",-0.0488054889740487,-0.0488442956148511,0.00452488687782805
"1464","Peromyscus californicus","mammal","Rodentia","Cricetidae",40,"tavg",-0.386083597519501,-0.407189363517941,0.027027027027027
"1465","Peromyscus crinitus","mammal","Rodentia","Cricetidae",85,"tavg",-0.339368024169645,-0.353378120966142,0.0121951219512195
"1466","Peromyscus difficilis","mammal","Rodentia","Cricetidae",9,"tavg",0.863248251858633,1.30595469541796,0.166666666666667
"1467","Peromyscus eremicus","mammal","Rodentia","Cricetidae",235,"tavg",-0.118775102216128,-0.119338419067955,0.00431034482758621
"1468","Peromyscus eva","mammal","Rodentia","Cricetidae",20,"tavg",0.304106651002043,0.314038556162954,0.0588235294117647
"1469","Peromyscus fraterculus","mammal","Rodentia","Cricetidae",10,"tavg",0.49987947113204,0.549145452087429,0.142857142857143
"1470","Peromyscus gossypinus","mammal","Rodentia","Cricetidae",12,"tavg",-0.0315209263520196,-0.0315313719827688,0.111111111111111
"1471","Peromyscus grandis","mammal","Rodentia","Cricetidae",7,"tavg",0.0843427291455277,0.0845435833115103,0.25
"1472","Peromyscus guatemalensis","mammal","Rodentia","Cricetidae",13,"tavg",-0.520129920350482,-0.576517842117179,0.1
"1473","Peromyscus keeni","mammal","Rodentia","Cricetidae",480,"tavg",-0.0944847642452769,-0.0947674468022448,0.00209643605870021
"1474","Peromyscus leucopus","mammal","Rodentia","Cricetidae",217,"tavg",0.341410590483489,0.355688364607799,0.00467289719626168
"1475","Peromyscus levipes","mammal","Rodentia","Cricetidae",5,"tavg",0.000565850672693342,0.000565850733085985,0.5
"1476","Peromyscus maniculatus","mammal","Rodentia","Cricetidae",1338,"tavg",0.00295812037236305,0.00295812900072894,0.000749063670411985
"1477","Peromyscus melanophrys","mammal","Rodentia","Cricetidae",11,"tavg",0.12808338616172,0.128790780111879,0.125
"1478","Peromyscus melanotis","mammal","Rodentia","Cricetidae",5,"tavg",-0.125926125333499,-0.126598150810908,0.5
"1479","Peromyscus merriami","mammal","Rodentia","Cricetidae",10,"tavg",-0.199578187120123,-0.202293204218318,0.142857142857143
"1480","Peromyscus mexicanus","mammal","Rodentia","Cricetidae",25,"tavg",0.00703907210793871,0.00703918836996808,0.0454545454545455
"1481","Peromyscus nasutus","mammal","Rodentia","Cricetidae",23,"tavg",0.493609740087128,0.540821738377925,0.05
"1482","Peromyscus pectoralis","mammal","Rodentia","Cricetidae",9,"tavg",0.340589139235941,0.354758825646143,0.166666666666667
"1483","Peromyscus peromyscus","mammal","Rodentia","Cricetidae",19,"tavg",0.430083315924885,0.459998901292787,0.0625
"1484","Peromyscus truei","mammal","Rodentia","Cricetidae",227,"tavg",0.316503173138105,0.327756187774032,0.00446428571428571
"1485","Peromyscus zarhynchus","mammal","Rodentia","Cricetidae",5,"tavg",0.670275235797801,0.811242722554417,0.5
"1486","Petaurus breviceps","mammal","Diprotodontia","Petauridae",5,"tavg",-0.7,-0.867300527694053,0.5
"1487","Petrochelidon fulva","bird","Passeriformes","Hirundinidae",8,"tavg",0.889381325305823,1.41895789478512,0.2
"1488","Petrochelidon pyrrhonota","bird","Passeriformes","Hirundinidae",43,"tavg",-0.300558841248905,-0.310133828703529,0.025
"1489","Petroica multicolor","bird","Passeriformes","Petroicidae",6,"tavg",-0.586024026478329,-0.671588807007124,0.333333333333333
"1490","Petromyscus collinus","mammal","Rodentia","Muridae",10,"tavg",0.4748357869087,0.516295465571115,0.142857142857143
"1491","Petronia dentata","bird","Passeriformes","Passeridae",5,"tavg",-0.866777376922565,-1.31997365437689,0.5
"1492","Peucaea cassinii","bird","Passeriformes","Passerellidae",9,"tavg",0.0841567562776446,0.0843562809674475,0.166666666666667
"1493","Peucedramus taeniatus","bird","Passeriformes","Peucedramidae",6,"tavg",-0.873762483411889,-1.34876926344957,0.333333333333333
"1494","Phacellodomus ruber","bird","Passeriformes","Furnariidae",6,"tavg",-0.710121949792994,-0.887429822305599,0.333333333333333
"1495","Phacellodomus rufifrons","bird","Passeriformes","Furnariidae",5,"tavg",-0.620613276166037,-0.726001928882458,0.5
"1496","Phaenicophilus palmarum","bird","Passeriformes","Phaenicophilidae",8,"tavg",-0.652572221835267,-0.779765732287909,0.2
"1497","Phaeomyias murina","bird","Passeriformes","Tyrannidae",9,"tavg",-0.613224772546865,-0.714073351176885,0.166666666666667
"1498","Phaethornis bourcieri","bird","Apodiformes","Trochilidae",14,"tavg",-0.00753353805768205,-0.00753368058249972,0.0909090909090909
"1499","Phaethornis eurynome","bird","Apodiformes","Trochilidae",5,"tavg",-0.223606797749979,-0.227449536005791,0.5
"1500","Phaethornis guy","bird","Apodiformes","Trochilidae",14,"tavg",0.277612212250006,0.285093029373088,0.0909090909090909
"1501","Phaethornis longirostris","bird","Apodiformes","Trochilidae",6,"tavg",-0.460562604746794,-0.498025125195364,0.333333333333333
"1502","Phaethornis malaris","bird","Apodiformes","Trochilidae",10,"tavg",0.269090046789084,0.275882577456724,0.142857142857143
"1503","Phaethornis ruber","bird","Apodiformes","Trochilidae",7,"tavg",0.776638131056836,1.0368424900509,0.25
"1504","Phaethornis superciliosus","bird","Apodiformes","Trochilidae",21,"tavg",-0.0732869794246831,-0.0734186115486338,0.0555555555555556
"1505","Phaetusa simplex","bird","Charadriiformes","Laridae",5,"tavg",-0.640016789679638,-0.7582021830059,0.5
"1506","Phainopepla nitens","bird","Passeriformes","Ptiliogonatidae",12,"tavg",0.656613371372473,0.78683682509319,0.111111111111111
"1507","Phalacrocorax auritus","bird","Suliformes","Phalacrocoracidae",23,"tavg",-0.622002343471671,-0.728264341769096,0.05
"1508","Phalacrocorax pelagicus","bird","Suliformes","Phalacrocoracidae",11,"tavg",-0.684489594460507,-0.837513111527509,0.125
"1509","Phalacrocorax penicillatus","bird","Suliformes","Phalacrocoracidae",6,"tavg",0.316533182629671,0.327789538462909,0.333333333333333
"1510","Phalaenoptilus nuttallii","bird","Caprimulgiformes","Caprimulgidae",55,"tavg",0.0950293958985359,0.0953170129715798,0.0192307692307692
"1511","Phalaropus fulicarius","bird","Charadriiformes","Scolopacidae",18,"tavg",-0.372505226773021,-0.391328820068719,0.0666666666666667
"1512","Phalaropus lobatus","bird","Charadriiformes","Scolopacidae",22,"tavg",0.161872931444565,0.163309428003214,0.0526315789473684
"1513","Phapitreron leucotis","bird","Columbiformes","Columbidae",8,"tavg",-0.113679532646387,-0.114173059961609,0.2
"1514","Phasianus colchicus","bird","Galliformes","Phasianidae",31,"tavg",-0.160636109651691,-0.162039586311774,0.0357142857142857
"1515","Phenacomys intermedius","mammal","Rodentia","Cricetidae",69,"tavg",0.228996450037225,0.233130121575295,0.0151515151515152
"1516","Phenacomys ungava","mammal","Rodentia","Cricetidae",5,"tavg",-0.951883611626645,-1.85146365314984,0.5
"1517","Pheucticus aureoventris","bird","Passeriformes","Cardinalidae",10,"tavg",-0.201065801529727,-0.203843011005286,0.142857142857143
"1518","Pheucticus chrysogaster","bird","Passeriformes","Cardinalidae",6,"tavg",-0.641640839398559,-0.760957903537464,0.333333333333333
"1519","Pheucticus ludovicianus","bird","Passeriformes","Cardinalidae",72,"tavg",0.062040119371778,0.0621199006841644,0.0144927536231884
"1520","Pheucticus melanocephalus","bird","Passeriformes","Cardinalidae",85,"tavg",-0.376797177942671,-0.39632158614678,0.0121951219512195
"1521","Pheugopedius coraya","bird","Passeriformes","Troglodytidae",9,"tavg",0.524064482941904,0.581926835151871,0.166666666666667
"1522","Pheugopedius maculipectus","bird","Passeriformes","Troglodytidae",10,"tavg",0.384002042053488,0.404745481571285,0.142857142857143
"1523","Philander opossum","mammal","Didelphimorphia","Didelphidae",14,"tavg",0.78672734894626,1.06278476487274,0.0909090909090909
"1524","Philohydor lictor","bird","Passeriformes","Tyrannidae",5,"tavg",0.390801283694718,0.412745404642872,0.5
"1525","Philydor erythrocercum","bird","Passeriformes","Furnariidae",8,"tavg",0.0548540298944457,0.0549091473812846,0.2
"1526","Philydor lichtensteini","bird","Passeriformes","Furnariidae",7,"tavg",0.685435490191638,0.839295043405968,0.25
"1527","Phlegopsis nigromaculata","bird","Passeriformes","Thamnophilidae",6,"tavg",0.219759307330878,0.22340318838133,0.333333333333333
"1528","Phoca largha","mammal","Carnivora","Phocidae",10,"tavg",0.841583940632643,1.22657822922965,0.142857142857143
"1529","Phoca vitulina","mammal","Carnivora","Phocidae",163,"tavg",-0.0777241403982834,-0.0778812217524966,0.00625
"1530","Phocoena phocoena","mammal","Cetacea","Phocoenidae",17,"tavg",0.090802408879725,0.0910532084022321,0.0714285714285714
"1531","Phocoenoides dalli","mammal","Cetacea","Phocoenidae",5,"tavg",0.2,0.202732554054082,0.5
"1532","Phodopus campbelli","mammal","Rodentia","Cricetidae",17,"tavg",-0.576047165005403,-0.656526493089833,0.0714285714285714
"1533","Phodopus roborovskii","mammal","Rodentia","Cricetidae",11,"tavg",0.40602224146979,0.430839008052133,0.125
"1534","Phoeniculus purpureus","bird","Bucerotiformes","Phoeniculidae",9,"tavg",-0.530177642693974,-0.590392226951621,0.166666666666667
"1535","Phoenicurus auroreus","bird","Passeriformes","Muscicapidae",9,"tavg",-0.32477146237607,-0.336972017245622,0.166666666666667
"1536","Phoenicurus ochruros","bird","Passeriformes","Muscicapidae",5,"tavg",0.9999999,8.40562139102231,0.5
"1537","Phoenicurus phoenicurus","bird","Passeriformes","Muscicapidae",8,"tavg",-0.145502880736965,-0.14654294271211,0.2
"1538","Phrygilus plebejus","bird","Passeriformes","Thraupidae",9,"tavg",-0.651234343312232,-0.777439074108388,0.166666666666667
"1539","Phrygilus punensis","bird","Passeriformes","Thraupidae",9,"tavg",0.187135991841562,0.189367565906665,0.166666666666667
"1540","Phrygilus unicolor","bird","Passeriformes","Thraupidae",7,"tavg",-0.495771548281638,-0.543683997957084,0.25
"1541","Phyllastrephus fischeri","bird","Passeriformes","Pycnonotidae",14,"tavg",-0.285089929061756,-0.293213609357044,0.0909090909090909
"1542","Phyllastrephus icterinus","bird","Passeriformes","Pycnonotidae",7,"tavg",-0.646875159748413,-0.769906639607471,0.25
"1543","Phyllastrephus strepitans","bird","Passeriformes","Pycnonotidae",7,"tavg",0.146103874596838,0.147156990401597,0.25
"1544","Phyllastrephus terrestris","bird","Passeriformes","Pycnonotidae",11,"tavg",-0.54089741839291,-0.60542329523335,0.125
"1545","Phyllergates cucullatus","bird","Passeriformes","Scotocercidae",5,"tavg",-0.188615849323731,-0.190901570007088,0.5
"1546","Phyllomyias nigrocapillus","bird","Passeriformes","Tyrannidae",6,"tavg",-0.538409945313635,-0.601913744655587,0.333333333333333
"1547","Phyllomyias uropygialis","bird","Passeriformes","Tyrannidae",6,"tavg",-0.117918737170309,-0.118469889344465,0.333333333333333
"1548","Phylloscartes ventralis","bird","Passeriformes","Tyrannidae",13,"tavg",0.206474105594054,0.209485624916048,0.1
"1549","Phylloscopus borealis","bird","Passeriformes","Phylloscopidae",25,"tavg",-0.0840160251269742,-0.0842145476883962,0.0454545454545455
"1550","Phylloscopus collybita","bird","Passeriformes","Phylloscopidae",11,"tavg",0.395524702290743,0.418332474497536,0.125
"1551","Phylloscopus fuscatus","bird","Passeriformes","Phylloscopidae",7,"tavg",-0.857776075188751,-1.28486632100089,0.25
"1552","Phylloscopus humei","bird","Passeriformes","Phylloscopidae",7,"tavg",0.20346642555743,0.206346039283546,0.25
